Order ID,Order Date,Shipment Date,Delivery Date,Customer ID,Customer Region,Customer Country,Product ID,Product Name,Product Category,Supplier ID,Supplier Name,Supplier Region,Warehouse ID,Warehouse Location,Transportation Mode,Order Quantity,Unit Price,Total Cost,Shipping Cost,Delivery Time Days,Inventory Level,Order Status,Profit
100292,4/3/2025,4/5/2025,4/10/2025,C7644,Asia,Indonesia,P42933,Bluetooth Speaker,Electronics,S514,Summit Supply Co,Africa,WH 04,Istanbul,Air,471,417.48,196633.08,59.03,5,1506,In Transit,38716.37
100293,12/20/2024,12/22/2024,1/16/2025,C1067,Europe,Italy,P85324,Face Mask Box,Healthcare,S640,BlueRiver Trading,Europe,WH 10,Cairo,Sea,392,68.11,26699.12,11.23,25,3721,Delivered,2652.11
100294,10/12/2025,10/17/2025,10/22/2025,C8876,Asia,Indonesia,P78798,Office Chair,Furniture,S414,Pioneer Distribution,Europe,WH 09,Johannesburg,Rail,398,348.65,138762.7,20.36,5,1635,Delivered,32507.84
100295,12/15/2025,12/17/2025,12/22/2025,C7837,Middle East,Turkey,P73185,Router,Electronics,S987,Pioneer Distribution,North America,WH 01,Karachi,Rail,480,420.77,201969.6,22.36,5,989,Delivered,35847.24
100296,4/2/2025,4/7/2025,4/13/2025,C7982,North America,United States,P49104,Detergent Bag,FMCG,S754,BlueRiver Trading,Asia,WH 07,Toronto,Rail,113,36.73,4150.49,13.44,6,2049,Delivered,519.4
100297,1/9/2025,1/11/2025,1/14/2025,C2319,Asia,Indonesia,P76677,Bluetooth Speaker,Electronics,S631,Pioneer Distribution,Asia,WH 05,Frankfurt,Air,231,414.98,95860.38,32.21,3,1229,Delivered,9699.22
100298,3/13/2025,3/14/2025,3/28/2025,C7055,Europe,Sweden,P86949,Bottled Water Case,FMCG,S759,Zenith Procurement,Middle East,WH 08,Chicago,Rail,17,7.99,135.83,11.11,14,2687,Delivered,7.32
100299,2/14/2024,2/16/2024,2/27/2024,C8382,Middle East,United Arab Emirates,P98151,First Aid Kit,Healthcare,S355,Zenith Procurement,Asia,WH 03,Dubai,Rail,82,89.77,7361.14,12.68,11,2459,Delivered,1079.68
100300,7/25/2024,7/29/2024,8/5/2024,C6750,Africa,Kenya,P88768,Shampoo Pack,FMCG,S884,Orion Supplies,North America,WH 08,Chicago,Rail,73,45.14,3295.22,12.47,7,1224,Delivered,182.72
100301,10/2/2024,10/3/2024,10/12/2024,C7628,Africa,Egypt,P29539,Toothpaste Box,FMCG,S998,Pioneer Distribution,North America,WH 03,Dubai,Rail,302,39.17,11829.34,18.03,9,883,Delivered,1801.06
100302,4/2/2024,4/7/2024,4/11/2024,C8587,Europe,Poland,P67980,Bluetooth Speaker,Electronics,S112,Evergreen Partners,Africa,WH 01,Karachi,Air,489,440.4,215355.6,60.2,4,1159,Delivered,19474.1
100303,1/10/2025,1/15/2025,1/26/2025,C3011,Europe,Germany,P13373,Router,Electronics,S195,Orion Supplies,Middle East,WH 10,Cairo,Sea,199,113.49,22584.51,11.65,11,535,Delivered,640.9
100304,12/8/2024,12/8/2024,12/10/2024,C8657,Europe,Poland,P40134,Power Bank,Electronics,S205,Pioneer Distribution,Europe,WH 09,Johannesburg,Road,190,223.26,42419.4,13.23,2,826,Delivered,6630.21
100305,2/2/2025,2/3/2025,2/28/2025,C4103,Asia,India,P96055,Hand Sanitizer Case,Healthcare,S759,Atlas Sourcing,Africa,WH 06,Amsterdam,Sea,227,24,5448,12.16,25,1044,Delayed,718.06
100306,7/29/2024,8/1/2024,8/2/2024,C8185,Europe,Italy,P21151,Detergent Bag,FMCG,S538,Atlas Sourcing,Middle East,WH 05,Frankfurt,Air,304,25.43,7730.72,48.21,1,3177,Delivered,1232.65
100307,1/24/2025,1/26/2025,1/31/2025,C2881,Asia,Indonesia,P43037,First Aid Kit,Healthcare,S706,Evergreen Partners,Africa,WH 08,Chicago,Air,319,26.85,8565.15,49.18,5,1774,Delivered,861.5
100308,4/29/2024,5/2/2024,5/8/2024,C8579,North America,Mexico,P60818,Storage Cabinet,Furniture,S336,Zenith Procurement,Middle East,WH 07,Toronto,Road,255,295.97,75472.35,19.7,6,455,Delivered,15784.4
100309,1/6/2024,1/11/2024,2/5/2024,C5482,North America,Canada,P24079,Detergent Bag,FMCG,S798,Pioneer Distribution,Europe,WH 04,Istanbul,Sea,85,30.06,2555.1,9.57,25,648,Delivered,341.65
100310,12/25/2025,12/26/2025,12/30/2025,C7531,Europe,Sweden,P63772,Office Chair,Furniture,S656,Summit Supply Co,Middle East,WH 07,Toronto,Air,136,226.09,30748.24,37.32,4,325,Delivered,4958.02
100311,9/29/2024,9/30/2024,10/17/2024,C5204,Middle East,Saudi Arabia,P87485,Denim Jeans,Apparel,S427,Zenith Procurement,Asia,WH 08,Chicago,Sea,273,111.7,30494.1,12.99,17,1284,Delivered,5880.3
100312,9/28/2024,9/29/2024,10/1/2024,C4357,Asia,Indonesia,P76406,Shampoo Pack,FMCG,S112,Nova Industrial,Middle East,WH 10,Cairo,Air,105,21.91,2300.55,35.32,2,1417,Delivered,281.4
100313,9/15/2025,9/15/2025,9/24/2025,C1142,Asia,India,P41923,Thermometer,Healthcare,S813,Atlas Sourcing,Middle East,WH 04,Istanbul,Road,373,49.1,18314.3,23.05,9,2631,Delivered,2302.19
100314,1/1/2024,1/4/2024,1/7/2024,C4791,North America,United States,P46639,Toothpaste Box,FMCG,S882,BlueRiver Trading,Middle East,WH 04,Istanbul,Air,149,37.61,5603.89,38.17,3,3251,Delivered,518.68
100315,12/2/2025,12/4/2025,12/24/2025,C7416,Middle East,Saudi Arabia,P85476,Hand Sanitizer Case,Healthcare,S952,Nova Industrial,Middle East,WH 08,Chicago,Sea,433,84.19,36454.27,11.79,20,692,Delivered,6213.93
100316,5/18/2024,5/18/2024,5/23/2024,C2874,North America,Canada,P51830,Socks Pack,Apparel,S767,Pioneer Distribution,Middle East,WH 02,Lahore,Air,282,81.87,23087.34,46.79,5,2381,Delivered,6635.43
100317,8/2/2025,8/7/2025,8/20/2025,C3105,North America,United States,P10307,Hoodie,Apparel,S669,Evergreen Partners,Asia,WH 10,Cairo,Rail,297,69.73,20709.81,17.91,13,1401,Delivered,3344.86
100318,11/26/2025,11/28/2025,12/19/2025,C3863,Europe,Germany,P42551,Socks Pack,Apparel,S708,Vertex Manufacturing,Africa,WH 07,Toronto,Sea,456,118.33,53958.48,16.33,21,621,Delivered,6046.54
100319,7/2/2024,7/5/2024,7/10/2024,C6698,Europe,France,P76809,Denim Jeans,Apparel,S609,Evergreen Partners,Africa,WH 04,Istanbul,Air,127,82.81,10516.87,36.74,5,1455,Delivered,1387.65
100320,7/13/2024,7/14/2024,8/1/2024,C7305,Africa,Nigeria,P28782,Sportswear Set,Apparel,S533,Pioneer Distribution,Middle East,WH 03,Dubai,Rail,349,93.32,32568.68,19.17,18,3353,Delayed,7739.05
100321,8/23/2025,8/24/2025,8/27/2025,C6552,Europe,France,P76163,Face Mask Box,Healthcare,S825,Crescent Logistics,Africa,WH 01,Karachi,Air,478,68.26,32628.28,59.49,3,3752,Delivered,6253.66
100322,10/28/2024,10/28/2024,11/3/2024,C3672,Asia,Vietnam,P66683,Bluetooth Speaker,Electronics,S402,Evergreen Partners,Europe,WH 04,Istanbul,Road,480,316.88,152102.4,26.08,6,579,Delivered,23282.1
100323,7/5/2025,7/6/2025,7/16/2025,C4783,Europe,Germany,P65798,Detergent Bag,FMCG,S302,Pioneer Distribution,North America,WH 01,Karachi,Road,70,40.1,2807,14.46,10,3608,Delivered,159.52
100324,7/15/2024,7/15/2024,7/29/2024,C8616,Middle East,United Arab Emirates,P24011,Router,Electronics,S918,Summit Supply Co,Middle East,WH 01,Karachi,Rail,39,396.75,15473.25,8.62,14,157,Delivered,2459.62
100325,3/20/2025,3/24/2025,3/31/2025,C3504,Africa,Nigeria,P51574,Hand Sanitizer Case,Healthcare,S834,Orion Supplies,Africa,WH 07,Toronto,Road,195,43.36,8455.2,13.34,7,1787,Cancelled,-247.46
100326,1/19/2025,1/19/2025,2/6/2025,C7837,Asia,Pakistan,P44217,First Aid Kit,Healthcare,S504,Atlas Sourcing,Europe,WH 10,Cairo,Sea,344,75.3,25903.2,14.29,18,877,Delivered,924
100327,10/14/2025,10/14/2025,10/15/2025,C5524,North America,Canada,P71602,Office Chair,Furniture,S465,Zenith Procurement,Middle East,WH 08,Chicago,Air,23,158.11,3636.53,30,1,704,Delivered,630.17
100328,9/1/2024,9/3/2024,9/28/2024,C8984,Europe,Italy,P75942,Bluetooth Speaker,Electronics,S316,BlueRiver Trading,Middle East,WH 07,Toronto,Sea,427,72.74,31059.98,15.8,25,1078,Delayed,3555.11
100329,5/25/2024,5/28/2024,6/1/2024,C8566,Africa,Egypt,P22306,Bluetooth Speaker,Electronics,S674,Crescent Logistics,Asia,WH 08,Chicago,Rail,500,77.18,38590,22.84,4,468,Delivered,6039.37
100330,3/7/2025,3/10/2025,3/21/2025,C7524,North America,Mexico,P71584,Router,Electronics,S426,Orion Supplies,Europe,WH 04,Istanbul,Rail,372,435.28,161924.16,19.73,11,404,Delivered,28254.69
100331,4/7/2025,4/12/2025,4/19/2025,C5827,North America,United States,P72653,Wireless Earbuds,Electronics,S487,Summit Supply Co,Africa,WH 01,Karachi,Rail,438,145.83,63873.54,21.34,7,286,In Transit,7929.46
100332,6/7/2024,6/7/2024,6/23/2024,C4847,North America,United States,P65878,Detergent Bag,FMCG,S603,Crescent Logistics,Middle East,WH 02,Lahore,Sea,373,46.24,17247.52,14.82,16,1301,Delivered,1052.43
100333,7/15/2024,7/19/2024,7/24/2024,C5266,Europe,Netherlands,P50317,Detergent Bag,FMCG,S272,Evergreen Partners,Africa,WH 06,Amsterdam,Air,160,42.48,6796.8,38.88,5,2275,Delivered,635.87
100334,10/14/2024,10/15/2024,10/20/2024,C7009,Europe,Sweden,P14552,Router,Electronics,S840,Zenith Procurement,Asia,WH 02,Lahore,Rail,211,283.49,59816.39,15.82,5,673,Delivered,11707.49
100335,4/5/2024,4/8/2024,4/15/2024,C1725,Europe,Sweden,P53461,Wireless Earbuds,Electronics,S390,Vertex Manufacturing,Africa,WH 10,Cairo,Rail,31,111.64,3460.84,11.45,7,199,Delivered,552.58
100336,8/21/2025,8/26/2025,8/30/2025,C2814,North America,United States,P88537,Sportswear Set,Apparel,S182,Pioneer Distribution,Europe,WH 06,Amsterdam,Rail,134,34.49,4621.66,13.95,4,3268,Delivered,1165.77
100337,9/4/2024,9/4/2024,9/17/2024,C7782,Middle East,Saudi Arabia,P35933,Face Mask Box,Healthcare,S454,BlueRiver Trading,Africa,WH 05,Frankfurt,Rail,125,35.52,4440,13.73,13,2001,In Transit,779
100338,5/17/2025,5/17/2025,6/11/2025,C7401,Asia,Pakistan,P57947,Denim Jeans,Apparel,S220,Evergreen Partners,Europe,WH 07,Toronto,Sea,307,111.96,34371.72,13.61,25,3216,Delivered,4199.95
100339,9/18/2024,9/18/2024,9/22/2024,C9430,North America,United States,P32831,Bluetooth Speaker,Electronics,S397,Nova Industrial,Middle East,WH 06,Amsterdam,Air,85,202,17170,34.02,4,1048,Cancelled,-145.86
100340,3/12/2024,3/17/2024,3/21/2024,C2789,Asia,India,P38202,Smart Watch,Electronics,S116,Evergreen Partners,Middle East,WH 09,Johannesburg,Air,72,147.48,10618.56,33.18,4,425,In Transit,949.97
100341,9/21/2025,9/25/2025,10/10/2025,C1969,Asia,Pakistan,P76630,Wireless Earbuds,Electronics,S279,Summit Supply Co,Asia,WH 10,Cairo,Rail,133,356.04,47353.32,10.31,15,846,Delayed,6393.76
100342,4/5/2025,4/6/2025,4/11/2025,C8478,Middle East,United Arab Emirates,P89507,Sportswear Set,Apparel,S380,Evergreen Partners,Asia,WH 09,Johannesburg,Air,335,48.12,16120.2,50.22,5,3115,Delivered,4229.23
100343,4/15/2025,4/16/2025,5/8/2025,C2909,Africa,Morocco,P16364,Bottled Water Case,FMCG,S967,Crescent Logistics,Europe,WH 05,Frankfurt,Sea,31,20.18,625.58,8.58,22,1231,Delivered,75.41
100344,11/30/2024,11/30/2024,12/4/2024,C9579,North America,Canada,P13121,Shampoo Pack,FMCG,S949,Crescent Logistics,Middle East,WH 05,Frankfurt,Air,14,12.03,168.42,29.42,4,4048,In Transit,-11.24
100345,8/29/2025,9/1/2025,9/7/2025,C6308,North America,Canada,P56418,Wireless Earbuds,Electronics,S706,Nova Industrial,Europe,WH 08,Chicago,Rail,190,359.52,68308.8,15.31,6,236,Delivered,8607.98
100346,5/23/2024,5/28/2024,6/13/2024,C4178,Middle East,United Arab Emirates,P41831,Snack Carton,FMCG,S228,Orion Supplies,Middle East,WH 06,Amsterdam,Sea,404,30.03,12132.12,11.39,16,2351,Delivered,995.16
100347,12/13/2024,12/13/2024,12/21/2024,C6505,North America,Canada,P58899,Sportswear Set,Apparel,S207,Vertex Manufacturing,Europe,WH 05,Frankfurt,Rail,28,23.86,668.08,11.37,8,967,Delivered,98.77
100348,6/30/2024,7/1/2024,7/2/2024,C3077,Africa,Kenya,P89443,Bookshelf,Furniture,S777,Crescent Logistics,Middle East,WH 06,Amsterdam,Air,293,278.26,81530.18,47.5,1,827,Delivered,12779.91
100349,12/26/2024,12/31/2024,1/2/2025,C2269,Middle East,Turkey,P50469,Snack Carton,FMCG,S284,Evergreen Partners,North America,WH 07,Toronto,Air,477,36.56,17439.12,59.42,2,4731,Delivered,1897.4
100350,2/27/2025,2/27/2025,3/6/2025,C4809,Asia,Indonesia,P32191,Detergent Bag,FMCG,S887,Summit Supply Co,Europe,WH 09,Johannesburg,Air,48,33.41,1603.68,31.62,7,4716,Delivered,151.26
100351,7/22/2025,7/27/2025,8/4/2025,C3172,Middle East,Saudi Arabia,P26663,Bookshelf,Furniture,S721,BlueRiver Trading,Middle East,WH 08,Chicago,Road,343,300.34,103016.62,16.44,8,1801,Delivered,19047.25
100352,2/5/2024,2/9/2024,2/22/2024,C5535,North America,United States,P78312,Denim Jeans,Apparel,S195,Evergreen Partners,Middle East,WH 02,Lahore,Sea,426,102.13,43507.38,15.78,13,297,Delivered,4344.63
100353,11/29/2025,12/3/2025,12/10/2025,C6874,Africa,Egypt,P81117,Face Mask Box,Healthcare,S842,Summit Supply Co,Africa,WH 07,Toronto,Rail,488,11.48,5602.24,16.7,7,2643,Delivered,780.81
100354,6/10/2025,6/13/2025,6/15/2025,C7638,North America,Mexico,P47419,Thermometer,Healthcare,S709,BlueRiver Trading,Asia,WH 04,Istanbul,Road,270,16.48,4449.6,20.13,2,571,Delivered,464.17
100355,9/1/2024,9/3/2024,9/4/2024,C6229,Europe,Poland,P91845,Vitamin Pack,Healthcare,S289,Vertex Manufacturing,Middle East,WH 06,Amsterdam,Air,480,74.85,35928,59.62,1,4180,Delivered,5097.73
100356,11/21/2024,11/21/2024,11/30/2024,C5932,Asia,Pakistan,P94698,Wireless Earbuds,Electronics,S700,Atlas Sourcing,Africa,WH 09,Johannesburg,Rail,81,97.04,7860.24,12.66,9,1797,In Transit,1529.21
100357,2/23/2024,2/24/2024,3/20/2024,C2581,Middle East,Qatar,P44754,Floor Lamp,Furniture,S292,Vertex Manufacturing,Africa,WH 03,Dubai,Sea,392,141.35,55409.2,15.16,25,178,Delivered,12681.9
100358,11/3/2025,11/5/2025,11/9/2025,C6594,Asia,Malaysia,P17371,Wireless Earbuds,Electronics,S311,Evergreen Partners,Asia,WH 02,Lahore,Air,118,160.13,18895.34,26.78,4,1752,Delivered,3416.61
100359,10/14/2025,10/18/2025,11/8/2025,C2499,North America,Canada,P53059,Sportswear Set,Apparel,S210,Atlas Sourcing,Africa,WH 08,Chicago,Sea,446,97.62,43538.52,16.15,21,1216,Delivered,12727.4
100360,1/26/2024,1/28/2024,2/2/2024,C5306,Middle East,United Arab Emirates,P94719,Floor Lamp,Furniture,S650,Zenith Procurement,Asia,WH 05,Frankfurt,Air,444,221.53,98359.32,57.28,5,1852,Delivered,12400.19
100361,3/23/2025,3/28/2025,4/2/2025,C9105,Asia,Pakistan,P93163,T Shirt Bundle,Apparel,S676,Crescent Logistics,Europe,WH 09,Johannesburg,Road,364,99.09,36068.76,22.79,5,1616,Delivered,4122.51
100362,11/19/2024,11/19/2024,12/10/2024,C9106,Africa,Kenya,P87362,Socks Pack,Apparel,S728,Evergreen Partners,Middle East,WH 04,Istanbul,Sea,430,12.3,5289,15.86,21,749,Delivered,1394.4
100363,4/25/2024,4/30/2024,5/7/2024,C7448,Europe,France,P89878,Floor Lamp,Furniture,S465,Orion Supplies,Africa,WH 04,Istanbul,Rail,131,167.81,21983.11,13.88,7,1511,Delivered,3742.53
100364,11/8/2024,11/9/2024,11/25/2024,C8008,Africa,Egypt,P58291,Office Chair,Furniture,S881,Atlas Sourcing,Europe,WH 05,Frankfurt,Rail,343,58.94,20216.42,19.03,16,397,Delayed,3868.15
100365,4/2/2024,4/6/2024,4/15/2024,C1506,Africa,South Africa,P25540,First Aid Kit,Healthcare,S675,Zenith Procurement,North America,WH 04,Istanbul,Road,255,61.16,15595.8,19.7,9,3358,Delivered,1346.43
100366,11/25/2024,11/26/2024,12/8/2024,C7106,Asia,Bangladesh,P55875,Storage Cabinet,Furniture,S772,Zenith Procurement,Africa,WH 07,Toronto,Rail,10,90.39,903.9,10.94,12,1261,Delivered,75.3
100367,4/22/2025,4/23/2025,5/11/2025,C1919,Africa,South Africa,P22242,Hoodie,Apparel,S391,Pioneer Distribution,Africa,WH 03,Dubai,Rail,443,68.3,30256.9,15.89,18,1984,Delayed,8504.57
100368,5/22/2025,5/26/2025,5/29/2025,C8354,Africa,Morocco,P40979,Smart Watch,Electronics,S520,Zenith Procurement,Asia,WH 04,Istanbul,Air,26,264.23,6869.98,30.2,3,991,Delivered,1316.19
100369,7/21/2024,7/22/2024,7/26/2024,C1692,Asia,India,P38926,Denim Jeans,Apparel,S554,Summit Supply Co,Middle East,WH 07,Toronto,Air,262,23.68,6204.16,45.49,4,591,Delivered,1063.98
100370,10/25/2025,10/30/2025,11/11/2025,C8933,Africa,Egypt,P50696,Study Table,Furniture,S132,Pioneer Distribution,Africa,WH 03,Dubai,Sea,467,291,135897,12.24,12,911,Cancelled,-205.45
100371,6/9/2024,6/11/2024,7/4/2024,C6811,Middle East,Qatar,P15606,Toothpaste Box,FMCG,S984,Zenith Procurement,Middle East,WH 10,Cairo,Sea,181,7.46,1350.26,8.38,23,2606,Delivered,191.16
100372,12/29/2024,12/31/2024,1/5/2025,C7748,North America,United States,P27857,Study Table,Furniture,S271,Atlas Sourcing,Middle East,WH 09,Johannesburg,Road,392,235.75,92414,23.59,5,1640,Delivered,13500.33
100373,6/27/2024,6/27/2024,7/16/2024,C7559,Middle East,Oman,P94694,Floor Lamp,Furniture,S296,Pioneer Distribution,Europe,WH 02,Lahore,Rail,51,127.84,6519.84,11.93,19,1403,Delayed,1160.4
100374,5/2/2024,5/4/2024,5/8/2024,C9220,Europe,Italy,P90846,Wireless Earbuds,Electronics,S134,Atlas Sourcing,Africa,WH 05,Frankfurt,Road,15,210.19,3152.85,12.9,4,1367,Delivered,408.29
100375,12/5/2024,12/8/2024,12/26/2024,C9022,Middle East,Turkey,P21279,Storage Cabinet,Furniture,S432,Summit Supply Co,Asia,WH 10,Cairo,Sea,204,312.19,63686.76,11.74,18,1066,Delayed,15556.48
100376,2/11/2025,2/11/2025,2/17/2025,C3313,North America,Mexico,P85242,Socks Pack,Apparel,S307,Orion Supplies,Middle East,WH 09,Johannesburg,Road,119,59.97,7136.43,15.85,6,455,Delivered,873.75
100377,2/23/2025,2/23/2025,3/11/2025,C6649,Middle East,United Arab Emirates,P62413,Snack Carton,FMCG,S240,Orion Supplies,Middle East,WH 05,Frankfurt,Sea,52,29.96,1557.92,6.64,16,3005,Delivered,82.48
100378,11/2/2025,11/2/2025,11/6/2025,C8235,Asia,Malaysia,P92733,Smart Watch,Electronics,S348,Atlas Sourcing,Africa,WH 06,Amsterdam,Air,491,76.16,37394.56,60.33,4,971,Delivered,4582.24
100379,9/25/2024,9/29/2024,10/14/2024,C9558,Europe,Netherlands,P94817,Toothpaste Box,FMCG,S165,Atlas Sourcing,Asia,WH 10,Cairo,Rail,467,29.61,13827.87,22.04,15,4570,Delayed,800.1
100380,3/14/2025,3/16/2025,3/19/2025,C6428,Africa,Nigeria,P49449,Thermometer,Healthcare,S849,Crescent Logistics,North America,WH 05,Frankfurt,Air,23,76.11,1750.53,30,3,1651,Delivered,260.87
100381,3/15/2025,3/20/2025,3/23/2025,C5534,Africa,Nigeria,P38379,Vitamin Pack,Healthcare,S959,Crescent Logistics,Middle East,WH 01,Karachi,Air,453,55.43,25109.79,57.87,3,3162,In Transit,2291.38
100382,9/2/2025,9/3/2025,9/6/2025,C2366,Europe,Poland,P51979,Toothpaste Box,FMCG,S409,Crescent Logistics,North America,WH 04,Istanbul,Air,159,11.08,1761.72,38.82,3,4379,Delivered,51.8
100383,8/1/2024,8/5/2024,8/18/2024,C7040,Middle East,Saudi Arabia,P20304,Hand Sanitizer Case,Healthcare,S745,Evergreen Partners,Middle East,WH 08,Chicago,Rail,160,32.83,5252.8,10.8,13,3614,Delivered,601.23
100384,4/7/2025,4/7/2025,4/13/2025,C6014,Asia,Malaysia,P44650,Hand Sanitizer Case,Healthcare,S912,Zenith Procurement,Middle East,WH 08,Chicago,Road,437,25.23,11025.51,24.86,6,881,In Transit,1749.3
100385,9/1/2024,9/5/2024,9/6/2024,C8257,Africa,South Africa,P12159,Power Bank,Electronics,S912,Zenith Procurement,Asia,WH 09,Johannesburg,Air,86,231.81,19935.66,34.08,1,1733,Delivered,2730.48
100386,6/20/2025,6/21/2025,6/26/2025,C3296,Europe,Spain,P94517,Bottled Water Case,FMCG,S174,Nova Industrial,North America,WH 05,Frankfurt,Rail,151,9.71,1466.21,14.36,5,1678,In Transit,195.12
100387,12/9/2024,12/13/2024,12/16/2024,C7115,Africa,Morocco,P61628,Detergent Bag,FMCG,S607,Pioneer Distribution,North America,WH 01,Karachi,Air,135,30.97,4180.95,37.26,3,4740,Delivered,611.17
100388,6/30/2024,7/2/2024,7/12/2024,C5576,Asia,China,P93791,Office Chair,Furniture,S847,BlueRiver Trading,Europe,WH 08,Chicago,Road,369,116.53,42999.57,22.94,10,394,Delivered,8071.3
100389,2/17/2024,2/19/2024,2/29/2024,C2033,Asia,Malaysia,P57645,Toothpaste Box,FMCG,S855,Nova Industrial,Europe,WH 05,Frankfurt,Rail,283,17.75,5023.25,17.57,10,2079,Delivered,486.61
100390,9/12/2025,9/12/2025,9/17/2025,C9334,North America,Canada,P34162,Wireless Earbuds,Electronics,S988,Crescent Logistics,Asia,WH 07,Toronto,Road,317,335.74,106429.58,21.46,5,1334,Delivered,18611.09
100391,9/12/2025,9/13/2025,9/18/2025,C1066,Europe,Spain,P55246,Bluetooth Speaker,Electronics,S465,Orion Supplies,Europe,WH 08,Chicago,Air,265,409.98,108644.7,33.84,5,1190,Cancelled,-109.9
100392,7/2/2025,7/3/2025,7/15/2025,C1571,Europe,Netherlands,P27174,Detergent Bag,FMCG,S714,Pioneer Distribution,Asia,WH 01,Karachi,Road,305,41.17,12556.85,21.12,12,1474,Delayed,1217.15
100393,3/29/2024,3/30/2024,4/3/2024,C5588,Asia,Vietnam,P82833,Study Table,Furniture,S764,Pioneer Distribution,Asia,WH 04,Istanbul,Air,22,172.74,3800.28,22.18,4,781,Delivered,623.68
100394,7/10/2024,7/14/2024,7/20/2024,C8099,Asia,China,P10893,Bluetooth Speaker,Electronics,S466,Zenith Procurement,North America,WH 05,Frankfurt,Rail,327,365.52,119525.04,18.64,6,265,Delivered,14960.51
100395,9/26/2024,9/26/2024,10/8/2024,C8686,Middle East,Saudi Arabia,P41186,Shampoo Pack,FMCG,S404,Summit Supply Co,Africa,WH 01,Karachi,Sea,482,45.65,22003.3,16.8,12,4627,In Transit,2799.53
100396,9/29/2024,10/3/2024,10/25/2024,C7691,Middle East,Qatar,P71957,Toothpaste Box,FMCG,S314,Evergreen Partners,Africa,WH 08,Chicago,Sea,143,35.71,5106.53,10.63,22,1762,Delivered,583.64
100397,4/26/2025,4/29/2025,5/11/2025,C6308,Asia,Pakistan,P16221,Shampoo Pack,FMCG,S701,Vertex Manufacturing,Middle East,WH 06,Amsterdam,Sea,185,19.8,3663,11.39,12,1507,Delivered,586.64
100398,12/26/2025,12/28/2025,1/7/2026,C4968,North America,United States,P12716,Snack Carton,FMCG,S290,BlueRiver Trading,Europe,WH 09,Johannesburg,Rail,209,35.5,7419.5,15.77,10,3406,Delivered,406.94
100399,12/31/2025,1/5/2026,1/9/2026,C5938,Asia,Vietnam,P48185,Denim Jeans,Apparel,S984,Summit Supply Co,Africa,WH 09,Johannesburg,Air,426,30.81,13125.06,56.12,4,1657,Delivered,2509.04
100400,7/13/2025,7/15/2025,7/28/2025,C9802,Middle East,Qatar,P83843,Smart Watch,Electronics,S369,Pioneer Distribution,Middle East,WH 02,Lahore,Sea,456,335.2,152851.2,12.1,13,1390,Delivered,27738.34
100401,2/19/2024,2/24/2024,3/18/2024,C4150,Middle East,Turkey,P25386,Router,Electronics,S370,Orion Supplies,North America,WH 06,Amsterdam,Sea,59,306.24,18068.16,9.09,23,1664,Delivered,2190.86
100402,12/17/2024,12/21/2024,1/15/2025,C2907,Middle East,Turkey,P39424,Bookshelf,Furniture,S880,Summit Supply Co,Europe,WH 08,Chicago,Sea,10,57.41,574.1,8.2,25,128,Delivered,108.51
100403,4/21/2025,4/25/2025,5/5/2025,C5487,Asia,Indonesia,P24645,Bluetooth Speaker,Electronics,S485,Nova Industrial,Europe,WH 01,Karachi,Road,218,235.99,51445.82,18.65,10,1674,Delivered,7137.82
100404,10/17/2024,10/21/2024,10/24/2024,C7768,Middle East,Turkey,P19130,Socks Pack,Apparel,S372,Evergreen Partners,Middle East,WH 07,Toronto,Road,345,38.23,13189.35,16.48,3,279,Delivered,3271.26
100405,11/20/2024,11/24/2024,12/3/2024,C7852,Africa,Morocco,P76985,First Aid Kit,Healthcare,S796,Nova Industrial,Asia,WH 05,Frankfurt,Road,331,8.02,2654.62,21.86,9,2859,Delivered,447.71
100406,9/7/2024,9/12/2024,9/14/2024,C8104,Africa,Kenya,P10215,Detergent Bag,FMCG,S231,Zenith Procurement,Middle East,WH 10,Cairo,Road,269,15.9,4277.1,20.1,2,2006,Delivered,324.14
100407,11/30/2025,12/5/2025,12/11/2025,C5567,North America,Mexico,P84807,Study Table,Furniture,S724,Orion Supplies,Europe,WH 02,Lahore,Road,22,65.16,1433.52,13.1,6,278,Delivered,360.18
100408,6/30/2024,7/2/2024,7/15/2024,C4779,Asia,Malaysia,P52818,Thermometer,Healthcare,S170,Orion Supplies,North America,WH 03,Dubai,Rail,257,34.3,8815.1,16.94,13,3777,Delivered,1582.82
100409,4/18/2025,4/23/2025,5/8/2025,C8465,Asia,China,P66754,Shampoo Pack,FMCG,S795,Crescent Logistics,Middle East,WH 06,Amsterdam,Road,188,5.82,1094.16,17.8,15,2879,Delayed,36.99
100410,8/28/2024,8/28/2024,8/31/2024,C4768,Europe,Italy,P51910,Snack Carton,FMCG,S927,BlueRiver Trading,Asia,WH 06,Amsterdam,Air,108,21.35,2305.8,35.51,3,3905,Delivered,300.82
100411,6/26/2025,7/1/2025,7/6/2025,C5368,North America,Mexico,P37094,Wireless Earbuds,Electronics,S306,Vertex Manufacturing,Asia,WH 08,Chicago,Rail,119,417.16,49642.04,13.58,5,1641,Delivered,4102.05
100412,4/21/2025,4/26/2025,5/4/2025,C7362,Africa,Nigeria,P84219,Power Bank,Electronics,S990,Vertex Manufacturing,Europe,WH 06,Amsterdam,Rail,70,248.31,17381.7,12.39,8,587,Delivered,3652.91
